Date,CL=F,EURUSD=X,GC=F,PYPL,RUB=X,TSLA,USDCNY=X,^GSPC,^IXIC,^RUT
2021-09-30,75.02999877929688,1.1601601839065552,1755.300048828125,260.2099914550781,72.84590148925781,775.47998046875,6.469600200653076,4307.5400390625,14448.580078125,2204.3701171875
2021-10-01,75.87999725341797,1.1574475765228271,1757.0,264.6499938964844,72.71720123291016,775.219970703125,6.445499897003174,4357.0400390625,14566.7001953125,2241.6298828125
2021-10-04,77.62000274658203,1.160725712776184,1766.199951171875,255.00999450683594,72.74500274658203,781.530029296875,6.445700168609619,4300.4599609375,14255.48046875,2217.469970703125
2021-10-05,78.93000030517578,1.1618449687957764,1759.5999755859375,260.1499938964844,72.47989654541016,780.5900268554688,6.445199966430664,4345.72021484375,14433.830078125,2228.360107421875
2021-10-06,77.43000030517578,1.1596084833145142,1760.5,264.05999755859375,72.29090118408203,782.75,,4363.5498046875,14501.91015625,2214.9599609375
2021-10-07,78.30000305175781,1.1555349826812744,1757.9000244140625,263.5400085449219,72.39459991455078,793.6099853515625,6.445199966430664,4399.759765625,14654.01953125,2250.090087890625
2021-10-08,79.3499984741211,1.1559758186340332,1756.300048828125,260.05999755859375,71.78350067138672,785.489990234375,6.445199966430664,4391.33984375,14579.5400390625,2233.090087890625
2021-10-11,80.5199966430664,1.1566041707992554,1754.5999755859375,255.0500030517578,71.75330352783203,791.9400024414062,6.442299842834473,4361.18994140625,14486.2001953125,2220.639892578125
2021-10-12,80.63999938964844,1.1553747653961182,1758.300048828125,255.85000610351562,71.83509826660156,805.719970703125,6.4496002197265625,4350.64990234375,14465.919921875,2234.27001953125
2021-10-13,80.44000244140625,1.15340256690979,1793.699951171875,256.3599853515625,71.84649658203125,811.0800170898438,6.447999954223633,4363.7998046875,14571.6396484375,2241.969970703125
2021-10-14,81.30999755859375,1.1599582433700562,1796.699951171875,266.45001220703125,71.96900177001953,818.3200073242188,6.426599979400635,4438.259765625,14823.4296875,2274.179931640625
2021-10-15,82.27999877929688,1.159151554107666,1767.199951171875,268.3500061035156,71.36750030517578,843.030029296875,6.439000129699707,4471.3701171875,14897.33984375,2265.64990234375
2021-10-18,82.44000244140625,1.1597026586532593,1764.800048828125,270.3299865722656,71.03150177001953,870.1099853515625,6.434800148010254,4486.4599609375,15021.8095703125,2267.840087890625
2021-10-19,82.95999908447266,1.161386251449585,1769.699951171875,271.70001220703125,71.18900299072266,864.27001953125,6.428899765014648,4519.6298828125,15129.08984375,2275.909912109375
2021-10-20,83.87000274658203,1.1631964445114136,1784.0999755859375,258.3599853515625,70.82859802246094,865.7999877929688,6.381800174713135,4536.18994140625,15121.6796875,2289.77001953125
2021-10-21,82.5,1.1655012369155884,1781.199951171875,243.2100067138672,70.81909942626953,894.0,6.392899990081787,4549.77978515625,15215.7001953125,2296.179931640625
2021-10-22,83.76000213623047,1.1625338792800903,1795.5,240.39999389648438,71.1166000366211,909.6799926757812,6.3917999267578125,4544.89990234375,15090.2001953125,2291.27001953125
2021-10-25,83.76000213623047,1.1640088558197021,1806.0,246.8800048828125,70.35250091552734,1024.8599853515625,6.383900165557861,4566.47998046875,15226.7099609375,2312.639892578125
2021-10-26,84.6500015258789,1.161170482635498,1792.699951171875,243.0,69.80590057373047,1018.4299926757812,6.384699821472168,4574.7900390625,15235.7099609375,2296.080078125
2021-10-27,82.66000366210938,1.1598236560821533,1797.9000244140625,234.94000244140625,69.45379638671875,1037.8599853515625,6.381499767303467,4551.68017578125,15235.83984375,2252.489990234375
2021-10-28,82.80999755859375,1.1600120067596436,1801.5999755859375,236.8300018310547,70.58049774169922,1077.0400390625,6.391600131988525,4596.419921875,15448.1201171875,2297.97998046875
2021-10-29,83.56999969482422,1.1683608293533325,1783.0,232.58999633789062,70.14240264892578,1114.0,6.390399932861328,4605.3798828125,15498.3896484375,2297.18994140625
