Date,CL=F,EURUSD=X,GC=F,PYPL,RUB=X,TSLA,USDCNY=X,^GSPC,^IXIC,^RUT
2021-09-30,,,,,,,,,,
2021-10-01,0.01132878166000495,-0.002338131769523355,0.0009684675694106026,0.01706315125171809,-0.0017667467038846585,-0.00033528881747257877,-0.003725161200450966,0.01149147763018199,0.00817520590596521,0.01690268133036521
2021-10-04,0.022931016817949068,0.0028322114278427346,0.0052361702742600436,-0.03642546613252151,0.00038232375834756915,0.008139700771674807,3.107153977910393e-05,-0.012985898136748442,-0.02136514944288126,-0.01077783281469391
2021-10-05,0.01687706148208612,0.0009642726160647985,-0.003736822425772557,0.020156070351629474,-0.003644321825038821,-0.0012027720064089475,-7.760245836307966e-05,0.010524514660609219,0.01251095042120598,0.004911063898329626
2021-10-06,-0.01900418084632438,-0.0019249431217834845,0.0005114937636678807,0.01502980493501438,-0.0026075556166076375,0.0027671031786462574,0.0,0.004102792854185466,0.004716702202846257,-0.006013456460535194
2021-10-07,0.011235990483702496,-0.003512824105595058,-0.0014768392990273105,-0.0019692078257951273,0.0014344644868196088,0.013874142895640373,0.0,0.008298280656405366,0.010488919967170274,0.015860389159475297
2021-10-08,0.013409902700376897,0.0003814994434316876,-0.0009101630147998474,-0.013204867851155822,-0.008441226885504749,-0.010231719946908746,0.0,-0.0019137230947889883,-0.00508252988394553,-0.007555253050306465
2021-10-11,0.014744778720152008,0.0005435686067938317,-0.0009679856487631033,-0.019264764107778998,-0.0004206696980818547,0.008211450543254672,-0.00044996642637873396,-0.006865763848056816,-0.006402111692132784,-0.00557532156002738
2021-10-12,0.0014903471384131173,-0.0010629439476148583,0.002108784505683081,0.0031366518023348,0.0011399438736336975,0.01740026797388383,0.0011331942117238647,-0.0024167805585421087,-0.0013999719156209123,0.006137927630085249
2021-10-13,-0.0024801209047115025,-0.0017069772903097746,0.020133026992374514,0.001993274324334271,0.00015867334638253183,0.00665249290276515,-0.00024811855749373724,0.00302251448379387,0.00730819243666847,0.0034462939145960547
2021-10-14,0.01081545363976355,0.005683771346053135,0.0016725205339054305,0.03935882131383206,0.0017050961955871191,0.008926357550210762,-0.003318854679733696,0.01706310194558336,0.017279458258460334,0.014366811937003066
2021-10-15,0.01192966732048073,-0.0006954468119872992,-0.0164189908174478,0.007130770536456499,-0.008357785297146036,0.030196037920976915,0.0019295039894842159,0.007460210377712606,0.004986036147378581,-0.003750815482186254
2021-10-18,0.0019446240214291421,0.00047543786974224567,-0.0013580253565299572,0.007378350749827067,-0.004708004816190603,0.03212217253669292,-0.0006522723411792608,0.00337476955709759,0.008355164604418874,0.0009666919609288005
2021-10-19,0.006307576754816191,0.0014517452243154594,0.002776463173266297,0.005067975077930775,0.0022173432460019793,-0.00671175589135764,-0.0009169489121476637,0.007393339551406308,0.007141634497185745,0.003558374447051982
2021-10-20,0.010969186019189614,0.0015586486059819826,0.00813698638830096,-0.04909836678735169,-0.005062649470012781,0.0017702433581445742,-0.007326228751896924,0.0036640298040166996,-0.0004897952438996933,0.006089919178316361
2021-10-21,-0.016334836076273618,0.0019814300628668846,-0.0016254831308486484,-0.05863902886153216,-0.0001341067938178675,0.032571047129391406,0.0017392922161105773,0.002995871849622578,0.00621759683814882,0.0027993693928647367
2021-10-22,0.015272753166429842,-0.002545992695255239,0.008028323164233742,-0.011553853623665788,0.004200852775052555,0.017539141695504856,-0.0001720757912185844,-0.0010725536274130976,-0.008248059464175173,-0.0021382958894979875
2021-10-25,0.0,0.0012687600472556237,0.005847953216374213,0.02695512125977162,-0.010744314558067791,0.12661594583056024,-0.0012359212257068153,0.004748196569493546,0.009046252790430476,0.009326649790166064
2021-10-26,0.010625589385741652,-0.0024384463829573155,-0.007364368121885345,-0.01571615686193073,-0.0077694514719978125,-0.006274020615192222,0.00012526134393842092,0.0018197952535197182,0.0005910666206350168,-0.007160567672584883
2021-10-27,-0.023508539018291197,-0.0011598870049538412,0.0029006935816493495,-0.033168714232896135,-0.00504404619262544,0.019078378303384103,-0.0005012066750482713,-0.005051568068462853,8.524894004491301e-06,-0.018984567788341677
2021-10-28,0.001814588553582741,0.0001623959612331305,0.002057929318445062,0.00804460445223576,0.016222314885524725,0.03775080864849589,0.0015827571971105403,0.009829281576461124,0.013932955164567495,0.020195423922679367
2021-10-29,0.009177661618607225,0.0071971863610362785,-0.01032414289408945,-0.017903160327586765,-0.0062070275329697555,0.03431623672010509,-0.00018777756780974375,0.001949334719149265,0.0032540872849680103,-0.00034379719110466667
